2293,10コンボMP回復,,,
2294,20コンボMP回復,,,
2295,30コンボMP回復,,,
2296,40コンボMP回復,,,
2297,50コンボMP回復,,,
2298,,,,
2299,本棚,,静かに周りを 調べてみた・・・,
2300,本棚2,,本棚の上に積まれた本が 今にも落ちそうだ！,
2301,太陽1,,太陽「騒がしくするなら 今すぐ お帰り下さい。,
2302,太陽2,,太陽「騒がしくしたら 殺しますよ。,
2303,,,,
2304,敵ガンボリミサイル,防御力を下げるミサイルを発射して攻撃
【物:\I[6142]】,はガンボリミサイルを放った！,
2305,ガンボリミサイル,防御力を下げるミサイルを発射して攻撃
【物:\I[6142]】,はガンボリミサイルを放った！,
2306,スナイプ,当たれば会心の一撃。顔が∵のｴﾈﾐｰに大ﾀﾞﾒｰｼﾞ
\C[31]【変化技】,の狙いすました一撃！,
2307,,,,
2308,APP+90,,,
2309,APP+45,,,
2310,APP+30,,,
2311,失敗,,,
2312,APPリジェネ,,,
2313,闘魂玉,,,
2314,,,,
2315,サイクロ・ボルタ,,はサイクロ・ボルタを放った！,
2316,放電,,,
2317,,,,
2318,ﾗｯｼｭ→光線→攻撃,,はｶﾞﾝｶﾞﾝﾄﾞﾘﾙﾗｯｼｭを放った！,
2319,サイクロ光線,,はサイクロ光線を放った！,
2320,攻撃会心,敵単体にダメージを与える。
(会心対応),の攻撃！,
2321,,,,
2322,ﾀﾞｲﾅﾓ→光線→ｴﾑｼ,,のダイナモシャワー！,
2323,サイクロ光線,,はサイクロ光線を放った！,
2324,エムシールド,味方全員の魔法耐性を上げるシールドを展開する。,はエムシールドを唱えた！,
2325,,,,
2326,ﾗｯｼｭ→攻撃→ｲｰﾀｰ,,はｶﾞﾝｶﾞﾝﾄﾞﾘﾙﾗｯｼｭを放った！,
2327,攻撃会心,敵単体にダメージを与える。
(会心対応),の攻撃！,
2328,ゴッド・イーター,,は\C[18]ゴッド・イーター\C[0]を放った！,
2329,,,,
2330,サイクロ・ボルタ,,はサイクロ・ボルタを放った！,
2331,放電,,,
2332,バフキエール,,はバフキエールを放った！,
2333,,,,
2334,攻撃→光線→光線,敵単体にダメージを与える。
(会心対応),の攻撃！,
2335,サイクロ光線,,はサイクロ光線を放った！,
2336,サイクロ光線,,はサイクロ光線を放った！,
2337,,,,
2338,ﾗｯｼｭ→充電→ﾀﾞｲﾅﾓ,,はｶﾞﾝｶﾞﾝﾄﾞﾘﾙﾗｯｼｭを放った！,
2339,充電,身を守りながらランダムで5発ライフルを乱射する。
\C[21]【ｸｰﾙﾀｲﾑ:1】,は充電した！,
2340,ダイナモシャワー,,のダイナモシャワー！,
2341,,,,
2342,森会話1,,森風「ほんの挨拶だ。,   再会を祝して、な。
2343,,,,
2344,疾走付与,1ターンの間 自身の敏捷性を 10倍にする。
【即発動】\C[21]【ｸｰﾙﾀｲﾑ:3】 ,達に追い風が走る！,
2345,ラヴマシンガン,敵を選ばず疾風怒涛の五連撃。
【物:\I[6123]】,のラヴ・マシンガン！！,
2346,,,,
2347,充電→放電,身を守りながらランダムで5発ライフルを乱射する。
\C[21]【ｸｰﾙﾀｲﾑ:1】,は充電した！,
2348,マイドニックレーザー単発,,のマイドニックレーザー！,
2349,挑戦状,,\C[14]挑戦状の 送り主を 撃破せよ！,
2350,挑戦状会合,,,　　「お待たせ！ 待った？
2351,boss攻撃,敵単体にダメージを与える。
(会心対応),の攻撃！,
2352,アンガーエッジ,,はアンガーエッジを放った！,
2353,攻撃イカ,敵単体にダメージを与える。
(会心対応),の攻撃！,
2354,親玉会合,,,　　「お前ら やりすぎじゃね！？
2355,親玉撃破せよ,,\C[14]モンスター達の親玉を 撃破せよ！,
2356,,,,
2357,ﾌﾜﾝｿﾜレボ,,のクタバレボリューション！,
2358,攻撃,敵単体にダメージを与える。
(会心対応),の攻撃！,
2359,かまいたち,敵単体にダメージを与える。
(会心対応),はカマイタチを放った！,
2360,かまいたち,聖なる十字架を掲げ 敵全体に光の奔流
防御力無視の攻撃 \C[21]【ｸｰﾙﾀｲﾑ:1】,,
2361,モロモロイ,敵全体の防御力を下げる。,はモロモロイを唱えた！,
2362,無駄行動,,は不敵に笑っている・・・,
2363,,,,
2364,攻撃→攻撃,敵単体にダメージを与える。
(会心対応),の攻撃！,
2365,攻撃,敵単体にダメージを与える。
(会心対応),の攻撃！,
2366,かまいたち→エッフェル,敵単体にダメージを与える。
(会心対応),はカマイタチを放った！,
2367,かまいたち,聖なる十字架を掲げ 敵全体に光の奔流
防御力無視の攻撃 \C[21]【ｸｰﾙﾀｲﾑ:1】,,
2368,エッフェル,鮮やかな剣技で敵一体を攻撃。
確率で怯ませる。,はエッフェルソードを放った！,
2369,攻撃→バフキエール,敵単体にダメージを与える。
(会心対応),の攻撃！,
2370,バフキエール,,はバフキエールを放った！,
2371,カウンター,敵単体にダメージを与える。
(会心対応),の攻撃！,
2372,ﾌﾜﾝｿﾜレボ,聖なる十字架を掲げ 敵全体に光の奔流
防御力無視の攻撃 \C[21]【ｸｰﾙﾀｲﾑ:1】,,
2373,攻撃→天地両断,敵単体にダメージを与える。
(会心対応),の攻撃！,
2374,天地両断,敵単体にダメージを与える。
(会心対応),は天地両断剣を放った！,
2375,フワンソワ会話1,,フワンソワ「・・・雑兵共が 何人で来ようと,   同じことだ。ここで 息絶えるがよい。
2376,,,,
2377,レーザー→攻撃,,のマイドニックレーザー！,
2378,攻撃ヘルハウンド,敵単体にダメージを与える。
(会心対応),の攻撃！,
2379,,,,
2380,[TAKAKO]→シビレーナ,,は破壊コード[TAKAKO]を放った！,
2381,詠唱・雷3,,の魔法攻撃！,
2382,シビレーナ・Lv4,,はシビレーナ・Lv4を唱えた！,
2383,レーザー→[TAKAKO],,のマイドニックレーザー！,
2384,[TAKAKO],,は破壊コード[TAKAKO]を放った！,
2385,攻撃→攻撃,敵単体にダメージを与える。
(会心対応),の攻撃！,
2386,,,,
2387,ヤク漬行動抽選,,,
2388,DEXダウン,,「あいつ どこいった！？,
2389,DEF0,,「俺は 守りを捨てるぜ！！,
2390,強制防御,,「防御した方が いいよな！？,
2391,行動不能,,「家の鍵 閉めたっけ！？,
2392,行動不能,,は一人でじゃんけんをしている！,
2393,行動不能,,「俺に指図するな！！！！,
2394,行動不能,,は踊り狂っている！,
2395,行動不能,,「争いは、良くない！！,
2396,味方攻撃,,「邪魔すんじゃねえええええ！！,
2397,攻撃後行動不能,,,
2398,,,,
2399,,,,
2400,リロード,次のターンの攻撃力が大きく上昇する。APP10チャージ
\C[21]【ｸｰﾙﾀｲﾑ:1】,はリロードした！,
2401,応急処置,味方一人のHPを 50%回復する。,の応急処置！,
2402,救命処置,味方一人をHP半分で蘇生する。,の救命処置！,
2403,,,,
2404,団長バリア,自身の被ﾀﾞﾒｰｼﾞが半減され、狙われやすくなる。
【先制】,の団長バリア！,
2405,真・団長バリア,自身のHPを全回復し、団長バリアを発動する。
【先制】,の真・団長バリア！,
2406,シャクレ・カリバー,全身全霊で敵を斬り伏せる。ピンチ時 威力3倍
【物:\I[6142]】\C[21]【ｸｰﾙﾀｲﾑ:2】,はシャクレ・カリバーを放った！,
2407,憎悪の障壁,,は 憎悪の障壁を展開した！,
2408,憎悪の障壁,,の周りに 憎悪の障壁が発生している！,
2409,ホーク・スティンガ,ｵｻｰﾙが開発した憎悪の障壁を貫く1発限りの弾丸を放つ。
【物:\I[6142]】,はホーク・スティンガを放った！,
2410,障壁破壊,,を取り巻く 憎悪の障壁が消え去った！,
2411,攻撃→双牙,敵単体にダメージを与える。
(会心対応),の攻撃！,
2412,かまいたち･双牙,,はカマイタチ･双牙を 放った！,
2413,10001ダメ,,,
2414,全体999999,,,
2415,攻撃が 通るようになった,敵単体にダメージを与える。
(会心対応),に攻撃が 通るようになった！,フワンソワの攻撃力が上がった！
2416,無行動,敵単体にダメージを与える。
(会心対応),,
2417,,,,
2418,フワンソワ会話,敵単体にダメージを与える。
(会心対応),オ・サール「このチカラは・・・,
2419,フワンソワ会話,敵単体にダメージを与える。
(会心対応),アギト「攻撃が 一切 通らないだと！？,　 お、おい どうするんだ お前！！
2420,フワンソワ会話,敵単体にダメージを与える。
(会心対応),太陽「知るか！！ 本人に聞いたら？,
2421,フワンソワ会話,敵単体にダメージを与える。
(会心対応),オ・サール「・・・,
2422,フワンソワ会話,敵単体にダメージを与える。
(会心対応),（『あの弾』は一発。 絶対に、当てる・・・,
2423,攻撃→バフキエール,敵単体にダメージを与える。
(会心対応),の攻撃！,
2424,バフキエール,,はバフキエールを放った！,
2425,,,,
2426,ﾌﾜﾝｿﾜレボ,,のクタバレボリューション！,
2427,フワンソワ撃破,敵キャラの行動用。使用者が戦闘から離脱する。,,
2428,,,,
2429,ラスティ・ネイル,急所を見切り 的確に特殊弾丸を撃ち込む。
【物:\I[6142]】,はラスティ・ネイルを放った！,
2430,,,,
2431,フワンソワ会話,敵単体にダメージを与える。
(会心対応),「オモイカネェ・・・,   エレベーターを・・・起動しろ・・・！！
2432,,,,
2433,レーザー,,のマイドニックレーザー！,
2434,攻撃ヘルハウンド,敵単体にダメージを与える。
(会心対応),の攻撃！,
2435,[TAKAKO],,は破壊コード[TAKAKO]を放った！,
2436,詠唱・雷3,,の魔法攻撃！,
2437,シビレーナ・Lv4,,はシビレーナ・Lv4を唱えた！,
2438,,,,
2439,攻撃→[TAKAKO],敵単体にダメージを与える。
(会心対応),の攻撃！,
2440,[TAKAKO],,は破壊コード[TAKAKO]を放った！,
2441,レーザー→シビレーナ・Lv4,,のマイドニックレーザー！,
2442,詠唱・雷3,,の魔法攻撃！,
2443,シビレーナ・Lv4,,はシビレーナ・Lv4を唱えた！,
2444,マトリシカマトリシカ,ランダムに三発 雷撃を叩き込む。,はカオスマトリシカを放った！,
2445,マトリシカ,ランダムに三発 雷撃を叩き込む。,はカオスマトリシカを放った！,
2446,レーザー→レーザー,,のマイドニックレーザー！,
2447,レーザー,,のマイドニックレーザー！,
2448,,,,
2449,フサ反撃,斬りつけた相手の防御力を下げることがある。,はリスカナーゲルを放った！,
2450,攻撃→めった斬り,,の攻撃！,
2451,痛恨,,の攻撃！,
2452,めったぎり,,はチカラ任せに ぶった斬った！！,
2453,攻撃→攻撃,,の攻撃！,
2454,岩石→咆哮,敵単体にダメージを与える。
(会心対応),はガレキを投げつけてきた！,
2455,すさまじい咆哮,,は凄まじい咆哮を放った！,
2456,ボンファイアー→めった斬り,強烈な業火を敵全体に浴びせる。
\C[21]【ｸｰﾙﾀｲﾑ:1】,のボンファイアー！,
2457,めったぎり,,はチカラ任せに ぶった斬った！！,
2458,無駄行動,敵単体にダメージを与える。
(会心対応),は笑っている・・・,
2459,,,,
2460,断罪剣,物理攻撃を受けると 会心カウンターを放つ。
【先制発動】\C[21]【ｸｰﾙﾀｲﾑ:1】,は断罪剣の構えをとった！,
2461,秘剣・鍵穴,高速の居合斬りで 敵の守りを砕く。
【物:\I[6142]】【防御弱体付与(50%)】,は秘剣・鍵穴を放った！,
2462,呼無葬連鎖,ランダムに三度 斬撃を叩き込む。
【物:\I[6142]】\C[21]【ｸｰﾙﾀｲﾑ:2】,は呼無葬連鎖を放った！,
2463,不鎖珍宝一本突,目にも とまらぬ速さで 先制攻撃。
【物:\I[6142]】【先制発動】【ｽﾀﾝ付与(30%)】,は不鎖珍宝一本突を放った！,
2464,墓薙阿弥陀,塔婆で敵全体を攻撃。APPを多く取得できる。
【物:\I[6142]】,は墓薙阿弥陀を放った！,
2465,弩布羅明剛,疾風のごとく懐に潜り込み一刀両断。会心時 威力2倍
【物:\I[6142]】,は弩布羅明剛を放った！,
2466,フサ反撃,斬りつけた相手の防御力を下げることがある。,はフサ反撃を放った！,
2467,煽の型･追誘欺,敵から狙われやすくなり、断罪剣の構えを取る。
【即発動】,「おめぇの体臭 古い油みてぇな,　　　　　臭いすんなぁ！
2468,煽の型･追誘欺,敵から狙われやすくなり、断罪剣の構えを取る。
【即発動】,「俺は全部 見てっからなあああ！！,
2469,,,,
2470,レクイエスファンタ,カードが敵を切り刻む。会心の一撃が出やすい。
【物:\I[6142]】【ｼｬｯﾌﾙ発動(\C[3]100%\C[0])】\C[21]【ｸｰﾙﾀｲﾑ:1】,はレクイエスファンタを放った！,
2471,連続シャッフル,,シャッフル発動！,マリキン「Eeny,meeny?
2472,バクシ・ダンサー,敵全体に魔力爆破で攻撃。スタン中の相手に威力2倍
【魔:\I[6120]】\C[21]【ｸｰﾙﾀｲﾑ:1】,はバクシ・ダンサーを放った！,
2473,マイドニック・ノヴァ,魔力を凝縮し敵一体に4連撃レーザーを放つ。
【魔:\I[6125]】【ｼｬｯﾌﾙ発動(\C[3]100%\C[0])】,はマイドニック・ノヴァを放った！,
